流水號,序號,期別,補筆路,
2495,12785,078A,1,
2496,12729,078A,1,
2497,12636,078A,1,
2498,12732,078A,1,
2499,12523,078A,1,
2500,12668,078A,1,
2501,11092,078A,1,
2502,12718,078A,2,
2503,12685,078A,2,
2504,12701,078A,2,
2505,12641,078A,2,
2506,12445,078A,2,
2507,12635,078A,2,
2508,12598,078A,2,
2509,12726,078A,2,
2510,12663,078A,2,
2511,12139,078A,1,
2512,12502,078A,1,
2513,12559,078A,2,
2514,11701,078A,1,
2515,11086,078A,1,
2516,11896,078B,1,
2517,12733,078B,1,
2518,12812,078B,1,
2519,12797,078B,1,
2520,12853,078B,1,
2521,12766,078B,1,
2522,12460,078B,1,
2523,12806,078B,1,
2524,11092,078B,1,
2525,12621,078B,1,
2526,12636,078B,1,
2527,12814,078B,1,
2528,12942,078B,1,
2529,12841,078B,2,
2530,12844,078B,2,
2531,12839,078B,2,
2532,12802,078B,2,
2533,12756,078B,2,
2534,12726,078B,2,
2535,12850,078B,2,
2536,11086,078B,2,
2537,12523,078B,1,
2538,11791,079A,1,
2539,12901,079A,1,
2540,13036,079A,1,
2541,12905,079A,1,
2542,12523,079A,1,
2543,12984,079A,1,
2544,4709,079A,1,
2545,12766,079A,2,
2546,12987,079A,2,
2547,12989,079A,2,
2548,13032,079A,2,
2549,13035,079A,2,
2550,12877,079A,2,
2551,13004,079A,2,
2552,13122,079A,2,
2553,13008,079A,2,
2554,13043,079A,2,
2555,12267,079A,1,
2556,12834,079A,1,
2557,12669,079A,1,
2558,12882,079A,1,
2559,13199,079B,1,
2560,13219,079B,1,
2561,13054,079B,1,
2562,13203,079B,1,
2563,13179,079B,1,
2564,13113,079B,1,
2565,13025,079B,2,
2566,13200,079B,2,
2567,13062,079B,2,
2568,13091,079B,2,
2569,13092,079B,2,
2570,12523,079B,2,
2571,13055,079B,2,
2572,13138,079B,2,
2573,13161,079B,2,
2574,13084,079B,2,
2575,13222,079B,2,
2576,13194,079B,2,
2577,13083,079B,2,
2578,11193,079B,2,
2579,13264,080A,1,
2580,13229,080A,1,
2581,13266,080A,1,
2582,13174,080A,1,
2583,13244,080A,1,
2584,13282,080A,1,
2585,13279,080A,1,
2586,13138,080A,2,
2587,13226,080A,2,
2588,13274,080A,2,
2589,13247,080A,2,
2590,13299,080A,2,
2591,13280,080A,2,
2592,13290,080A,2,
2593,13112,080A,2,
2594,13156,080A,1,
2595,13177,080A,1,
2596,13188,080A,1,
2597,13319,080B,1,
2598,13177,080B,1,
2599,13327,080B,1,
2600,13363,080B,1,
2601,13320,080B,2,
2602,13244,080B,2,
2603,13408,081A,1,
2605,12930,081A,1,
2606,13356,081A,1,
2607,13279,081A,1,
2608,13370,081A,1,
2609,13398,081A,1,
2610,13419,081A,1,
2611,13400,081A,1,
2612,13396,081A,2,
2613,13373,081A,2,
2614,10953,081A,1,
2615,12973,081B,1,
2616,13444,081B,1,
2617,13484,081B,1,
2618,13482,081B,1,
2619,13489,081B,1,
2620,13452,081B,1,
2621,13225,081B,1,
2622,13455,081B,2,
2623,13479,081B,2,
2624,13491,081B,2,
2625,13440,081B,2,
2626,13456,081B,2,
2627,13448,081B,1,
2628,13510,082A,1,
2630,13508,082A,1,
2631,13511,082A,1,
2632,13568,082A,1,
2633,13531,082A,1,
2634,13448,082A,1,
2635,13561,082A,1,
2636,13452,082A,1,
2637,13512,082A,2,
2638,13543,082A,2,
2639,13556,082A,2,
2640,13502,082A,2,
2641,13572,082A,1,
2642,11782,082B,1,
2643,13587,082B,1,
2644,13608,082B,1,
2645,13198,082B,1,
2646,12819,082B,1,
2647,13133,082B,1,
2648,13114,082B,1,
2649,13611,082B,1,
2650,13511,082B,1,
2651,13593,082B,1,
2652,13615,082B,1,
2653,13572,082B,2,
2654,13568,082B,2,
2655,13620,082B,2,
2656,13623,082B,2,
2657,13581,082B,2,
2658,12972,082B,1,
2659,13229,083A,1,
2660,13658,083A,1,
2661,13643,083A,1,
2662,13028,083A,2,
2663,13641,083A,2,
2664,13632,083A,1,
2665,13151,083A,1,
2666,13586,083A,1,
2667,13586,083B,1,
2668,13694,083B,1,
2669,13737,083B,1,
2670,13698,083B,1,
2671,13735,083B,1,
2672,13734,083B,1,
2673,13725,083B,2,
2674,13706,083B,2,
2675,13692,083B,2,
2676,13730,083B,2,
2677,13654,083B,1,
2678,13772,084A,1,
2679,13789,084A,1,
2680,13794,084A,1,
2681,13807,084A,1,
2683,13761,084A,1,
2684,13660,084A,1,
2685,13670,084A,1,
2686,13796,084A,1,
2687,13793,084A,1,
2688,13781,084A,1,
2689,13774,084A,1,
2690,13797,084A,1,
2691,13769,084A,1,
2692,13752,084A,2,
2693,13751,084A,2,
2694,13760,084A,2,
2695,13746,084A,2,
2696,13694,084A,2,
2697,13785,084A,2,
2698,13798,084A,2,
2699,13743,084A,2,
2700,13669,084A,2,
2701,13959,084B,1,
2702,13793,084B,1,
2703,13857,084B,1,
2704,12604,084B,1,
2705,13751,084B,2,
2706,13660,084B,2,
2707,13806,084B,2,
2708,13861,084B,2,
2709,13745,084B,2,
2710,13811,084B,2,
2711,13925,085A,1,
2712,13937,085A,1,
2713,11935,085A,1,
2714,13942,085A,1,
2715,13793,085A,1,
2716,13876,085A,1,
2717,13874,085A,2,
2718,13913,085A,2,
2719,13898,085A,2,
2720,13875,085A,2,
2721,13882,085A,2,
2722,13927,085A,2,
2723,13896,085A,2,
2724,13819,085A,1,
2725,13883,085A,1,
2726,13979,085B,1,
2727,13997,085B,1,
2728,14016,085B,1,
2729,13991,085B,1,
2730,14031,085B,1,
2731,13973,085B,1,
2732,14020,085B,1,
2733,13860,085B,1,
2734,13561,085B,1,
2735,14006,085B,1,
2736,14021,085B,1,
2737,14064,085B,1,
2738,13999,085B,1,
2739,14042,085B,1,
2740,14027,085B,1,
2741,13985,085B,1,
2742,14045,085B,1,
2744,13970,085B,2,
2745,13963,085B,2,
2746,13873,085B,2,
2747,13967,085B,2,
2748,14050,085B,2,
2750,13818,085B,2,
2751,14066,085B,2,
2752,11935,085B,2,
2753,14079,085B,2,
2754,13822,085B,1,
2755,13803,086A,1,
2756,13912,086A,1,
2757,14143,086A,1,
2758,14095,086A,1,
2759,14140,086A,1,
2760,14129,086A,1,
2761,13985,086A,1,
2762,14149,086A,1,
2763,14064,086A,1,
2764,14136,086A,2,
2765,14006,086A,2,
2766,13860,086A,2,
2767,13561,086A,2,
2768,13395,086A,1,
2769,13797,086A,1,
2770,14165,086B,1,
2771,14194,086B,1,
2772,13939,086B,1,
2773,13958,086B,1,
2774,14162,086B,1,
2775,13912,086B,1,
2776,14143,086B,2,
2777,14064,086B,2,
2778,14212,086B,2,
2779,14178,086B,2,
2780,14231,086B,2,
2781,14189,086B,2,
2782,11802,086B,2,
2783,14002,086B,2,
2784,13974,086B,1,
2785,14120,086B,1,
2786,13787,087A,1,
2787,14258,087A,1,
2789,14243,087A,1,
2790,14194,087A,1,
2791,14221,087A,1,
2792,14295,087A,1,
2793,14300,087A,1,
2794,13958,087A,1,
2795,14339,087A,1,
2796,14319,087A,1,
2797,14313,087A,1,
2798,14325,087A,1,
2799,14253,087A,2,
2800,14257,087A,2,
2801,14301,087A,2,
2802,14264,087A,2,
2803,14184,087A,2,
2804,14285,087A,2,
2805,14111,087A,1,
2806,14415,087B,1,
2807,14445,087B,1,
2809,13900,087B,1,
2810,14307,087B,1,
2811,14386,087B,1,
2812,14413,087B,1,
2813,14369,087B,1,
2814,14391,087B,1,
2815,14429,087B,1,
2816,14290,087B,1,
2817,14375,087B,1,
2818,14457,087B,1,
2819,14253,087B,2,
2820,14443,087B,2,
2821,14370,087B,2,
2822,14421,087B,2,
2823,14437,087B,2,
2824,14401,087B,2,
2825,14352,087B,2,
2826,14395,087B,1,
2827,14378,087B,1,
2828,14436,087B,1,
2829,14313,087B,1,
2830,14557,088A,1,
2831,14600,088A,1,
2832,14559,088A,1,
2833,14593,088A,1,
2834,14312,088A,1,
2835,14323,088A,1,
2836,14311,088A,1,
2837,14270,088A,1,
2838,5215,088A,1,
2839,14242,088A,1,
2840,14560,088A,1,
2841,14488,088A,1,
2842,14606,088A,1,
2843,14513,088A,1,
2844,14580,088A,1,
2845,14598,088A,1,
2846,14618,088A,1,
2847,14535,088A,1,
2848,14386,088A,1,
2849,14575,088A,2,
2850,14350,088A,2,
2851,14584,088A,2,
2852,14524,088A,2,
2853,14505,088A,2,
2854,14555,088A,2,
2855,14492,088A,2,
2856,14556,088A,2,
2857,14527,088A,2,
2858,14588,088A,2,
2859,14577,088A,2,
2860,14484,088A,2,
2861,14554,088A,2,
2862,14563,088A,2,
2863,14544,088A,2,
2864,14370,088A,2,
2865,14400,088A,1,
2866,14738,088B,1,
2867,14747,088B,1,
2868,14748,088B,1,
2869,14685,088B,1,
2870,14499,088B,1,
2871,14559,088B,1,
2872,14557,088B,1,
2873,14662,088B,1,
2874,14692,088B,1,
2875,14739,088B,1,
2876,14686,088B,1,
2877,14513,088B,1,
2878,14593,088B,2,
2879,14488,088B,2,
2880,14634,088B,2,
2881,14627,088B,2,
2882,14678,088B,2,
2883,14697,088B,2,
2884,14541,088B,2,
2885,14358,088B,2,
2886,14730,088B,2,
2887,14702,088B,2,
2888,14723,088B,2,
2889,14704,088B,2,
2890,14776,088B,2,
2891,12732,088B,1,
2892,14640,088B,1,
2893,14781,089A,1,
2894,14825,089A,1,
2895,14835,089A,1,
2896,14359,089A,1,
2897,14680,089A,1,
2898,14623,089A,1,
2899,14386,089A,1,
2900,14862,089A,1,
2901,14767,089A,1,
2902,14965,089A,1,
2903,14975,089A,1,
2904,14541,089A,2,
2906,14643,089A,2,
2907,14805,089A,2,
2908,14670,089A,2,
2909,14943,089A,2,
2910,14557,089A,2,
2911,14799,089A,2,
2912,14842,089A,2,
2913,12732,089A,2,
2914,14814,089A,2,
2915,14836,089A,1,
2916,13758,089A,1,
2917,14822,089A,2,
2918,14449,089A,1,
2919,14890,089B,1,
2920,14868,089B,1,
2921,15109,089B,1,
2922,15092,089B,1,
2923,14958,089B,1,
2924,14398,089B,1,
2926,14820,089B,1,
2927,14386,089B,1,
2928,14884,089B,1,
2929,14870,089B,1,
2930,14992,089B,1,
2931,14859,089B,1,
2932,14680,089B,1,
2933,15080,089B,1,
2934,15009,089B,1,
2935,15105,089B,1,
2936,15054,089B,1,
2937,14995,089B,1,
2938,14780,089B,2,
2939,15102,089B,2,
2940,14874,089B,2,
2941,14866,089B,2,
2942,15108,089B,2,
2943,14903,089B,2,
2944,15008,089B,2,
2945,14986,089B,2,
2946,14864,089B,1,
2947,14030,089B,1,
2948,14826,089B,1,
2949,15024,089B,1,
2950,15111,089B,1,
2951,14480,090A,1,
2952,15112,090A,1,
2953,15133,090A,1,
2954,15150,090A,1,
2957,14905,090A,1,
2958,15123,090A,1,
2959,15038,090A,1,
2961,14820,090A,1,
2962,15034,090A,1,
2963,15086,090A,1,
2964,15132,090A,1,
2965,15152,090A,1,
2966,14903,090A,2,
2967,14999,090A,2,
2968,15151,090A,2,
2969,14786,090A,2,
2970,15042,090A,2,
2971,15164,090A,2,
2972,15122,090A,2,
2973,15185,090A,2,
2974,15051,090A,2,
2975,15178,090A,2,
2976,15147,090A,2,
2977,15197,090A,2,
2978,15172,090A,2,
2979,15061,090A,2,
2980,15183,090A,2,
2981,15109,090A,2,
2982,15191,090B,1,
2983,15248,090B,1,
2984,15216,090B,1,
2985,15034,090B,1,
2986,15223,090B,1,
2987,14480,090B,1,
2988,14820,090B,1,
2989,15186,090B,1,
2990,15207,090B,2,
2991,15283,090B,2,
2992,15259,090B,2,
2993,15251,090B,2,
2994,15253,090B,2,
2995,15263,090B,2,
2996,15053,090B,2,
2997,13604,090B,2,
2998,14996,090B,2,
2999,15321,091A,1,
3000,15034,091A,1,
3001,14480,091A,1,
3002,15327,091A,1,
3003,15259,091A,2,
3004,15295,091A,2,
3005,15320,091A,2,
3006,15088,091A,2,
3007,15350,091B,1,
3008,15383,091B,1,
3009,15382,091B,1,
3010,15069,091B,1,
3011,15349,091B,1,
3012,15034,091B,1,
3013,15347,091B,1,
3014,15341,091B,1,
3015,15324,091B,1,
3016,15353,091B,1,
3017,15259,091B,2,
3018,15088,091B,2,
3019,14878,091B,2,
3020,12830,092A,1,
3021,14459,092A,1,
3022,14920,092A,1,
3023,15445,092A,1,
3024,14820,092A,1,
3025,15439,092A,1,
3026,15428,092A,1,
3027,15442,092A,1,
3028,15034,092A,1,
3029,15425,092A,1,
3030,15069,092A,2,
3031,15441,092A,2,
3032,15408,092A,2,
3033,15435,092A,2,
3034,15417,092A,2,
3035,15143,092A,2,
3036,12604,092B,1,
3037,15498,092B,1,
3038,15462,092B,1,
3039,15034,092B,1,
3040,15479,092B,1,
3041,15467,092B,1,
3042,15490,092B,1,
3043,15481,092B,2,
3044,15466,092B,2,
3046,15544,093A,1,
3047,15526,093A,1,
3048,15137,093A,1,
3049,15075,093A,1,
3050,15483,093A,1,
3051,15041,093A,1,
3052,15223,093A,1,
3053,14860,093A,1,
3054,12604,093A,1,
3055,15543,093A,1,
3056,15542,093A,1,
3057,15540,093A,1,
3058,15547,093A,1,
3059,15536,093A,1,
3060,15493,093A,1,
3061,15467,093A,1,
3062,15564,093A,2,
3063,15510,093A,2,
3064,15394,093A,2,
3065,15462,093A,2,
3066,15084,093A,1,
3067,15566,093B,1,
3068,15588,093B,1,
3069,15587,093B,1,
3070,15528,093B,1,
3071,15576,093B,1,
3072,15581,093B,1,
3073,15602,093B,1,
3074,15585,093B,2,
3075,15574,093B,2,
3076,15483,093B,1,
3077,15544,093B,1,
3078,15510,093B,2,
3079,15509,094A,1,
3080,15614,094A,1,
3081,15621,094A,1,
3082,15526,094A,1,
3083,14974,094A,1,
3084,15668,094A,1,
3085,15615,094A,1,
3086,15636,094A,1,
3087,15647,094A,1,
3088,15646,094A,1,
3089,15637,094A,1,
3090,15654,094A,1,
3091,15672,094A,1,
3092,15627,094A,1,
3093,15041,094A,2,
3094,15677,094A,2,
3095,15656,094A,2,
3096,15620,094A,2,
3097,15165,094A,2,
3098,15682,094B,1,
3099,15686,094B,1,
3100,13794,094B,1,
3101,15636,094B,1,
3102,15685,094B,1,
3103,15672,094B,1,
3104,15703,094B,1,
3105,15710,094B,1,
3106,15717,094B,1,
3107,14974,094B,2,
3108,15621,094B,2,
3109,15706,094B,2,
3111,15569,094B,1,
3112,15493,094B,1,
3113,15688,095A,1,
3114,15789,095A,1,
3115,15761,095A,1,
3116,9861,095A,1,
3117,15779,095A,1,
3118,15746,095A,1,
3119,15785,095A,1,
3120,15493,095A,1,
3121,15716,095A,2,
3122,15696,095A,2,
3123,15763,095A,2,
3124,15805,095A,2,
3125,15791,095A,2,
3126,15752,095A,2,
3127,15771,095A,2,
3128,15717,095A,2,
3129,15737,095A,2,
3130,15757,095A,2,
3131,15806,095A,2,
3132,15732,095A,2,
3133,15729,095A,2,
3134,15911,095A,2,
3135,15865,095B,1,
3136,15819,095B,1,
3137,15907,095B,1,
3138,15876,095B,1,
3139,15818,095B,1,
3140,15859,095B,1,
3141,15882,095B,1,
3142,15905,095B,1,
3143,15875,095B,1,
3144,15878,095B,1,
3145,15868,095B,2,
3146,15863,095B,2,
3147,15909,095B,2,
3148,15820,095B,2,
3149,15771,095B,2,
3150,15851,095B,2,
3151,15034,095B,1,
3152,15925,096A,1,
3153,15978,096A,1,
3154,15930,096A,1,
3155,15920,096A,1,
3156,16016,096A,1,
3157,15859,096A,1,
3158,15034,096A,1,
3159,16001,096A,1,
3160,15882,096A,1,
3161,15907,096A,1,
3162,15797,096A,1,
3163,15995,096A,2,
3164,15918,096A,2,
3165,15965,096A,2,
3166,15970,096A,2,
3167,15945,096A,2,
3168,15987,096A,2,
3169,15985,096A,2,
3170,15980,096A,2,
3171,15988,096A,2,
3172,15981,096A,2,
3173,15493,096A,2,
3174,14990,096B,1,
3175,16126,096B,1,
3176,15818,096B,1,
3177,16009,096B,1,
3178,15034,096B,1,
3179,16099,096B,1,
3180,16128,096B,1,
3181,16051,096B,1,
3182,15882,096B,1,
3183,16061,096B,1,
3184,16055,096B,1,
3185,16116,096B,1,
3186,15865,096B,2,
3187,16088,096B,2,
3188,15907,096B,2,
3189,16096,096B,2,
3190,16121,096B,2,
3191,16124,096B,2,
3192,16057,096B,2,
3193,15987,096B,2,
3194,16081,096B,2,
3195,15978,096B,2,
3196,16056,096B,2,
3197,16179,097A,1,
3198,16213,097A,1,
3199,16149,097A,1,
3200,16162,097A,1,
3201,16161,097A,1,
3203,15882,097A,1,
3204,15034,097A,1,
3205,16016,097A,1,
3206,16131,097A,2,
3207,16147,097A,2,
3208,16088,097A,2,
3242,16197,096B,2,
3247,16197,097B,2,
3248,16202,097B,2,
3249,16300,097B,2,
3250,16259,097B,2,
3251,16311,097B,2,
3252,16404,097B,1,
3253,16282,097B,1,
3254,16268,097B,1,
3255,16389,097B,1,
3256,16378,097B,1,
3257,16347,097B,1,
3258,16328,097B,1,
3259,16029,097B,1,
3260,16351,097B,1,
3261,16377,097B,1,
3263,16329,097B,1,
3264,16391,097B,1,
3265,16357,097B,1,
3266,16331,097B,1,
3267,13786,097B,1,
3268,16405,097B,1,
3269,16402,097B,1,
3270,16388,097B,1,
3271,16370,097B,1,
3272,16410,097B,1,
3273,16349,097B,1,
3274,16346,097B,1,
3275,16333,097B,1,
3276,16248,097B,2,
3277,16265,097B,2,
3278,16229,097B,1,
3279,16221,097B,1,
3280,16295,097B,1,
3281,16293,097B,1,
3282,16332,097B,1,
3283,16260,097B,1,
3284,16246,097B,1,
3285,16416,097B,1,
3286,16286,097B,1,
3287,16342,097B,1,
3288,16340,097B,1,
3289,16398,097B,1,
3290,16368,097B,1,
3291,16352,097B,1,
3292,16367,097B,1,
3293,16359,097B,1,
3294,16390,097B,1,
3295,16344,097B,1,
3296,16382,097B,1,
3297,16178,097B,1,
3298,16179,097B,1,
3299,16358,097B,1,
3300,16335,097B,1,
3301,16345,097B,1,
3302,16396,097B,1,
3303,16417,097B,1,
3307,16257,097B,1,
3308,16290,097B,1,
3309,16321,097B,1,
3310,16330,097B,1,
3311,16415,097B,1,
3312,16394,097B,1,
3313,16400,097B,1,
3314,16228,097B,1,
3315,16326,097B,1,
3316,16395,097B,1,
3317,16397,097B,1,
3318,16362,097B,1,
3319,16413,097B,1,
3320,16399,097B,1,
3321,16361,097B,1,
3322,16414,097B,1,
3323,16386,097B,1,
3324,16348,097B,1,
3325,16373,097B,1,
3326,16225,097B,1,
3327,16385,097B,1,
3328,16354,097B,1,
3329,16379,097B,1,
3330,16355,097B,1,
3331,16363,097B,1,
3332,16336,097B,1,
3333,15024,097B,2,
3334,16241,097B,2,
3337,16271,097B,1,
3338,16318,097B,1,
3339,16285,097B,1,
3340,16111,097B,1,
3341,16247,097B,1,
3342,16278,097B,1,
3343,16408,097B,1,
3344,16381,097B,1,
3345,16372,097B,1,
3346,16374,097B,1,
3347,16338,097B,1,
3348,16353,097B,1,
3349,16412,097B,1,
3350,16384,097B,1,
3351,16337,097B,1,
3352,16383,097B,1,
3353,16401,097B,1,
3354,16364,097B,1,
3355,16341,097B,1,
3356,16334,097B,1,
3357,16356,097B,1,
3358,16380,097B,1,
3359,16327,097B,1,
3360,16339,097B,1,
3361,16418,097B,1,
3362,16180,097B,2,
3364,16411,098A,1,
3367,16365,098A,1,
3368,16376,098A,1,
3369,12805,098A,1,
3370,14787,098A,1,
3372,16149,098A,1,
3373,16029,098A,1,
3374,16221,098A,1,
3375,16286,098A,1,
3376,16340,098A,1,
3377,16290,098A,1,
3378,16400,098A,1,
3379,16225,098A,1,
3380,16285,098A,1,
3381,16401,098A,1,
3382,16246,098A,2,
3383,16412,098A,2,
3384,16378,098A,2,
3385,16223,098A,2,
3386,16330,098A,2,
3387,16327,098A,2,
3388,16178,098A,2,
3389,16408,098A,2,
3390,16384,098A,2,
3391,16374,098A,2,
3392,16388,098A,1,
3393,16320,098A,1,
3395,16387,098A,1,
3396,16360,098A,1,
3397,16223,097B,2,
3401,16546,098B,1,
3402,16221,098B,1,
3403,16521,098B,1,
3404,16149,098B,1,
3405,16557,098B,1,
3406,16482,098B,1,
3407,16495,098B,1,
3408,16406,098B,1,
3409,16566,098B,1,
3410,16467,098B,1,
3411,16513,098B,1,
3412,16387,098B,1,
3413,16401,098B,1,
3414,16526,098B,1,
3415,16427,098B,2,
3416,16423,098B,2,
3417,16548,098B,2,
3418,16286,098B,2,
3419,16535,098B,2,
3420,16541,098B,2,
3421,16453,098B,2,
3423,16223,098B,2,
3424,16519,098B,2,
3425,16374,098B,2,
3426,14787,098B,2,
3427,16527,098B,2,
3428,16455,098B,1,
3429,16411,098B,1,
3434,16705,099A,1,
3435,16569,099A,1,
3436,16704,099A,1,
3437,16582,099A,1,
3438,16646,099A,1,
3439,16524,099A,1,
3440,16467,099A,1,
3441,16711,099A,1,
3442,16634,099A,1,
3443,16682,099A,1,
3444,16149,099A,1,
3445,16030,099A,1,
3446,16636,099A,1,
3447,16526,099A,1,
3448,16580,099A,1,
3449,16752,099A,1,
3450,16747,099A,1,
3451,16455,099A,1,
3452,16612,099A,1,
3453,16632,099A,1,
3454,16678,099A,1,
3455,16062,099A,1,
3456,16594,099A,1,
3457,16607,099A,1,
3460,16655,099A,2,
3461,16401,099A,2,
3462,16223,099A,2,
3463,16599,099A,2,
3464,16600,099A,2,
3465,16525,099A,2,
3466,16411,099A,2,
3467,16680,099A,2,
3468,16605,099A,2,
3469,16585,099A,2,
3470,16570,099A,2,
3471,16617,099A,2,
3472,16583,099A,2,
3473,14768,099A,2,
3477,16735,099B,1,
3478,16647,099B,1,
3479,16880,099B,1,
3480,16932,099B,1,
3481,16724,099B,1,
3482,16953,099B,1,
3483,16023,099B,1,
3484,16803,099B,1,
3485,15735,099B,1,
3486,16149,099B,1,
3487,16467,099B,1,
3488,16601,099B,2,
3489,16401,099B,2,
3490,16455,099B,2,
3491,16793,099B,2,
3492,16674,099B,2,
3493,16757,099B,2,
3494,16783,099B,2,
3495,16731,099B,2,
3496,16648,099B,2,
3497,16771,099B,1,
3498,16504,099B,1,
3499,16667,099B,1,
3500,16944,099B,1,
3501,16580,099B,1,
3502,15165,099B,2,
3503,16744,099B,2,
3504,16594,099B,2,
3505,16520,099B,2,
3506,15675,100A,1,
3507,16823,100A,1,
3508,16925,100A,1,
3509,17041,100A,1,
3510,16981,100A,1,
3511,16840,100A,1,
3512,16883,100A,1,
3513,17056,100A,1,
3514,16861,100A,1,
3515,16817,100A,1,
3516,17022,100A,1,
3517,16728,100A,1,
3518,17040,100A,1,
3519,16884,100A,1,
3520,17048,100A,1,
3521,17044,100A,1,
3522,17058,100A,1,
3523,16821,100A,1,
3524,16889,100A,1,
3525,16878,100A,1,
3526,15735,100A,1,
3527,16911,100A,1,
3528,16843,100A,1,
3529,16611,100A,1,
3530,16867,100A,1,
3531,16803,100A,1,
3532,16842,100A,2,
3534,17028,100A,2,
3535,16865,100A,2,
3536,17038,100A,2,
3537,17023,100A,1,
3538,16859,100A,1,
3539,17039,100A,2,
3540,17046,100A,1,
3541,16149,100A,1,
3542,16908,100A,1,
3549,16992,100B,1,
3550,16997,100B,1,
3551,16814,100B,1,
3552,17100,100B,1,
3553,17149,100B,1,
3554,17110,100B,1,
3555,16149,100B,1,
3556,17155,100B,1,
3557,17101,100B,1,
3558,16983,100B,1,
3559,17008,100B,1,
3560,16448,100B,1,
3561,16867,100B,2,
3562,16817,100B,2,
3563,17094,100B,2,
3564,16993,100B,2,
3565,17001,100B,2,
3566,17057,100B,2,
3567,16803,100B,2,
3568,17102,100B,2,
3569,17123,100B,2,
3570,17085,100B,2,
3571,15140,100B,1,
3572,17023,100B,1,
3573,15733,100B,1,
3575,16317,100B,1,
3576,17131,100B,1,
3577,16883,100B,1,
3578,17195,101A,1,
3580,17149,101A,2,
3581,17008,101A,2,
3582,17155,101A,2,
3583,16149,101A,2,
3584,17102,101A,2,
3585,16992,101A,2,
3586,17188,101A,2,
3587,17217,101A,2,
3588,17168,101A,2,
3589,17204,101A,2,
3591,17230,101B,1,
3592,17282,101B,1,
3593,17312,101B,1,
3594,14939,101B,1,
3595,17307,101B,1,
3596,17238,101B,1,
3597,17012,101B,2,
3598,17285,101B,2,
3599,17266,101B,2,
3600,17281,101B,2,
3601,17155,101B,2,
3602,17314,101B,2,
3603,17237,101B,2,
3604,17295,101B,2,
3605,17301,101B,1,
3606,17315,101B,1,
3608,17292,101B,1,
3609,17246,101B,1,
3610,17304,101B,1,
3614,16751,102A,1,
3615,15424,102A,1,
3616,17059,102A,1,
3617,17336,102A,1,
3618,16984,102A,1,
3619,17273,102A,1,
3620,17271,102A,1,
3621,17328,102A,1,
3622,17282,102A,1,
3623,17346,102A,1,
3624,17307,102A,1,
3625,14939,102A,1,
3626,17365,102A,1,
3627,17002,102A,2,
3628,17306,102A,2,
3629,17369,102A,2,
3630,17342,102A,2,
3631,17370,102A,2,
3632,16995,102B,1,
3633,17404,102B,1,
3634,17406,102B,1,
3635,17440,102B,1,
3636,17397,102B,1,
3637,17412,102B,2,
3638,17385,102B,2,
3639,17395,102B,2,
3640,17044,102B,1,
3641,17335,102B,1,
3642,17437,102B,1,
3643,17436,102B,1,
3644,17400,102B,1,
3645,14939,102B,1,
3646,17393,102B,2,
3647,17307,102B,1,
3648,17481,102B,2,
3650,17490,103A,1,
3651,15967,103A,1,
3652,16728,103A,1,
3653,17492,103A,1,
3654,17307,103A,1,
3655,17404,103A,1,
3656,17486,103A,1,
3657,17415,103A,1,
3658,17345,103A,1,
3659,17489,103A,2,
3660,17447,103A,2,
3661,17475,103A,2,
3662,17463,103A,2,
3663,17456,103A,2,
3664,17453,103A,2,
3665,17480,103A,1,
3666,17482,103A,1,
3667,17263,103A,1,
3668,17408,103A,1,
3669,17528,103B,1,
3670,16836,103B,1,
3671,16854,103B,1,
3672,17042,103B,1,
3673,17014,103B,1,
3674,14939,103B,1,
3675,17526,103B,1,
3676,17523,103B,1,
3677,17527,103B,1,
3678,17515,103B,1,
3680,17486,103B,2,
3681,17535,103B,2,
3684,16723,103B,2,
3685,17102,103B,2,
3686,16899,103B,2,
3689,17150,103B,1,
3690,17006,103B,1,
3691,17084,103B,1,
3692,17500,103B,1,
3694,16825,104A,1,
3695,17549,104A,1,
3696,17571,104A,1,
3697,15096,104A,1,
3698,17533,104A,1,
3699,17557,104A,1,
3700,17466,104A,1,
3702,17562,104A,2,
3703,17544,104A,2,
3704,16898,104A,1,
3705,16971,104A,1,
3707,17632,104B,1,
3708,17638,104B,1,
3709,17650,104B,1,
3710,17609,104B,1,
3711,17641,104B,1,
3712,17633,104B,1,
3713,16371,104B,1,
3714,17539,104B,1,
3715,13786,104B,1,
3716,17653,104B,1,
3717,17667,104B,1,
3718,17668,104B,1,
3719,17628,104B,1,
3720,16457,104B,1,
3721,17557,104B,1,
3722,17463,104B,2,
3723,17596,104B,2,
3724,8283,104B,2,
3725,17591,104B,2,
3726,17466,104B,1,
3727,17568,104B,2,
3728,16884,104B,1,
3731,17639,104B,2,
3732,17652,104B,2,
3733,17549,104B,2,
3734,17711,105A,1,
3735,17693,105A,1,
3736,17696,105A,1,
3737,17716,105A,1,
3738,17744,105A,1,
3739,17720,105A,1,
3740,17328,105A,1,
3741,17480,105A,2,
3742,17633,105A,2,
3743,17652,105A,2,
3744,16884,105A,2,
3745,17329,105A,2,
3746,17740,105A,2,
3747,17539,105A,1,
3748,17667,105A,2,
3749,17653,105B,1,
3750,17760,105B,1,
3751,17328,105B,1,
3752,17480,105B,2,
3753,17764,105B,2,
3754,17761,105B,2,
3755,16448,105B,2,
3756,16371,105B,2,
3758,11310,105B,1,
3764,17849,106A,1,
3765,17829,106A,1,
3766,17850,106A,1,
